AssetManager,TampRIAPlatform,SponsorFirm,SponsorFirmCode,SponsorFirmId,DoverSponsorFirmId,AdvisoryPlatform,SmaStrategy,MorningstarStrategyId,SmaProductType,SmaProductTypeCode,MorningstarClass,MorningstarClassId,Mstar classification_name,TotalAccounts,1Q 2016 a,1Q 2016 g,1Q 2016 r,1Q 2016 n,1Q 2016 d,2Q 2016 a,2Q 2016 g,2Q 2016 r,2Q 2016 n,2Q 2016 d,3Q 2016 a,3Q 2016 g,3Q 2016 r,3Q 2016 n,3Q 2016 d,4Q 2016 a,4Q 2016 g,4Q 2016 r,4Q 2016 n,4Q 2016 d,1Q 2017 a,1Q 2017 g,1Q 2017 r,1Q 2017 n,1Q 2017 d,2Q 2017 a,2Q 2017 g,2Q 2017 r,2Q 2017 n,2Q 2017 d,3Q 2017 a,3Q 2017 g,3Q 2017 r,3Q 2017 n,3Q 2017 d,4Q 2017 a,4Q 2017 g,4Q 2017 r,4Q 2017 n,4Q 2017 d,1Q 2018 a,1Q 2018 g,1Q 2018 r,1Q 2018 n,1Q 2018 d,2Q 2018 a,2Q 2018 g,2Q 2018 r,2Q 2018 n,2Q 2018 d
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Hightower Advisors, LLC",High Tower,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,6,5532745.48,2.4,0,2.4,N/A,5629707.26,0,0,0,N/A,6264809.47,0.2,0,0.1,N/A,5962561.68,,,,N/A,5847021.45,0,-0.2,-0.2,N/A,5126088.85,0,-0.8,-0.8,N/A,5114049.35,0,0,0,N/A,5129656.4,0.1,0,0,N/A,6833796.6,2.2,-0.4,1.8,N/A,6875883.76,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,2,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,392775.13,0.4,0,0.4,N/A,2376684.07,2,0,2,N/A,2372256.29,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,113,34923675.14,9.2,-3.1,6.1,N/A,39742942.38,5.1,-1.1,4.1,N/A,38398921.16,4.4,-5.6,-1.3,N/A,34794758.79,3.6,-5.4,-1.8,N/A,38150491.07,2.8,0,2.8,N/A,40833444.9,5.1,-3.2,1.9,N/A,41753150.97,3.5,-2.8,0.7,N/A,52821765.79,11.7,-0.5,11.2,N/A,60311826.49,11.3,-2.8,8.4,N/A,70845542.23,10.8,-0.4,10.4,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,10,250040.36,0.3,0,0.3,N/A,354722.9,0.1,0,0.1,N/A,352899.62,0,0,0,N/A,632324.92,0.3,0,0.3,N/A,902534.23,0.3,0,0.3,N/A,1364700.97,0.5,0,0.4,N/A,2449613.92,2.6,-1.5,1.1,N/A,3051586.37,0.6,0,0.6,N/A,3450025.03,0.5,0,0.5,N/A,3515200.42,0.1,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,3,304942.88,0,0,0,N/A,838269.82,0.5,0,0.5,N/A,832915.68,0,0,0,N/A,794341.84,0,0,0,N/A,807095.65,0,0,0,N/A,825366.95,0.1,0,0.1,N/A,905186.11,0,0,0,N/A,905852.03,,,,N/A,1439522.98,0.6,0,0.5,N/A,1441405.32,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,3,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,504445.04,0.5,0,0.5,N/A,503676.75,0,0,0,N/A,506542.4,,,,N/A,495549.6,0,0,0,N/A,1490669.46,1,0,1,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,4,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,1435139.11,1.3,-0.1,1.2,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,2,549540.07,0,0,0,N/A,562040.62,0,0,0,N/A,560843.15,0,0,0,N/A,536599.67,0,0,0,N/A,545129.11,0,0,0,N/A,558448.68,0,0,0,N/A,1053419.99,0.5,0,0.5,N/A,1299467.97,0.3,0,0.2,N/A,1204277.09,0,-0.1,-0.1,N/A,1207882.21,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,844210.85,0.9,0,0.9,N/A,845568.25,,,,N/A,975577.86,0.1,0,0.1,N/A,976443.28,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Dual Contract,Dual,Muni National Intermediate,MI,Tax Free Fixed Income,2,549563.38,0,0,0,N/A,561802.37,0,0,0,N/A,560519.5,0,0,0,N/A,534689.56,0,0,0,N/A,543034.24,0,0,0,N/A,1140284.78,0.6,0,0.6,N/A,1143743.6,0,0,0,N/A,1146099.28,,,,N/A,1126609.04,0,0,0,N/A,1130900.51,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,897045.18,0,0,0,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,910586.74,,,,N/A,909574.55,0,0,0,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,172567.78,0.2,0,0.2,N/A,163622.2,0,0,0,N/A,166006.42,0,0,0,N/A,169001.08,0,0,0,N/A,170189.05,0,0,0,N/A,169504.1,0,0,0,N/A,167287.02,0,0,0,N/A,167258.47,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,238403.8,0,0,0,N/A,241352.6,0,0,0,N/A,238197.49,0,0,0,N/A,224354.77,0,0,0,N/A,225086.07,0,0,0,N/A,227689.97,0,0,0,N/A,225821.97,0,0,0,N/A,224641.59,0,0,0,N/A,217504.25,0,0,0,N/A,,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,247936.81,0.3,0,0.2,N/A,245598.87,0,0,0,N/A,241309.74,0,0,0,N/A,239239.1,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Intermediate Municipal,Intermediate Municipal,FOUSA08Z81,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,1,1064302.15,,,,N/A,1093851.53,,,,N/A,1087833,,,,N/A,946431.83,0,-0.1,-0.1,N/A,957529.01,,,,N/A,905818.3,0,-0.1,-0.1,N/A,908149.89,,,,N/A,910392.53,,,,N/A,843986.23,0,-0.1,-0.1,N/A,848041.51,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Multi Cap Value,Multi Cap Value,LAMULTI,Traditional,Trad,TBD,TBD,U.S. Equity,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,107612.31,,,,N/A,107585.99,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Multi Cap Value,Multi Cap Value,LAMULTI,Traditional,Trad,TBD,TBD,U.S. Equity,1,149506.69,0,0,0,N/A,155869.89,0,0,0,N/A,161884.11,0,0,0,N/A,152187.62,0,0,0,N/A,153974.52,0,0,0,N/A,156176.83,0,0,0,N/A,160745.02,0,0,0,N/A,146808.49,0,0,0,N/A,143557.06,0,0,0,N/A,118511.32,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Multi Cap Value,Multi Cap Value,LAMULTI,Traditional,Trad,TBD,TBD,U.S. Equity,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,104107.74,0.1,0,0.1,N/A,109813.76,0,0,0,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,1,547402.68,,,,N/A,570964.5,,,,N/A,593402.19,,,,N/A,640506.45,,,,N/A,650836.66,,,,N/A,664067.28,0,0,0,N/A,685708.19,0,0,0,N/A,724812.27,0,0,0,N/A,,,,,N/A,699504.06,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,1,625037.88,0,0,0,N/A,651157.59,0,0,0,N/A,675699.95,0,0,0,N/A,701749.25,0,0,0,N/A,712302.41,0,0,0,N/A,725937.55,0,0,0,N/A,748666.08,0,0,0,N/A,790514.86,0,0,0,N/A,,,,,N/A,761094.47,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,1,2367685.83,0,0,0,N/A,2448344.57,0,0,0,N/A,2552625.2,0,0,0,N/A,2784526.54,0,0,0,N/A,2807808.18,0,0,0,N/A,2856392.92,0,0,0,N/A,2941371.63,0,0,0,N/A,3118811.3,0,0,0,N/A,,,,,N/A,3074964.09,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,1,243472.91,0,0,0,N/A,253326.07,0,0,0,N/A,262486.19,0,0,0,N/A,282743.35,0,0,0,N/A,286684.57,0,0,0,N/A,291723.63,0,0,0,N/A,300500.75,0,0,0,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,1,1113815.12,0,0,0,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,1,248363.97,0,0,0,N/A,258673.7,0,0,0,N/A,268210.06,0,0,0,N/A,289104.43,0,0,0,N/A,293318.23,0,0,0,N/A,298716.79,0,0,0,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,1,94446.94,0,0,0,N/A,98189.02,0,0,0,N/A,101628.15,0,0,0,N/A,109375.61,0,0,0,N/A,104685.51,0,0,0,N/A,106390.86,0,0,0,N/A,109504.14,0,0,0,N/A,115364.53,0,0,0,N/A,,,,,N/A,104139.67,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,3,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,803500.32,0.8,0,0.8,N/A,,,,,N/A,769974.34,0,-0.1,-0.1,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Managed Account Select/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,2,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,353918.18,0.3,0,0.3,N/A,,,,,N/A,632679.83,0.3,0,0.3,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,3,668926.99,0,-0.8,-0.8,N/A,411052.68,0,-0.3,-0.3,N/A,426195.81,0,0,0,N/A,459273.44,0,0,0,N/A,465877.07,0,0,0,N/A,474427.57,0,0,0,N/A,468710.91,0,0,0,N/A,494520.98,0,0,0,N/A,,,,,N/A,475372.96,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,6,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,2495920.86,2.5,0,2.5,N/A,5440816.01,2.9,0,2.9,N/A,5457213.35,0,0,0,N/A,6347189.08,0.8,0,0.8,N/A,7879007.02,1.7,0,1.7,N/A,7925211.19,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,2,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,278862.9,0,-0.5,-0.5,N/A,279745.41,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,2,1069235,0,0,0,N/A,1114282.54,0,0,0,N/A,1098182.59,0,0,0,N/A,1032638.4,0,0,0,N/A,948699.98,0,-0.1,-0.1,N/A,892047.17,0,-0.1,-0.1,N/A,803135.21,0,-0.1,-0.1,N/A,811055.57,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Marketplace/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,2,1253028,0,0,0,N/A,1299269.92,0,0,0,N/A,1272351.87,0,0,0,N/A,1174026.74,0,0,0,N/A,986425.31,0,-0.2,-0.2,N/A,1004123.97,0,0,0,N/A,997311.41,0,0,0,N/A,1004472.48,0,0,0,N/A,965352.73,0,0,0,N/A,944627.14,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,1,363529.24,0,0,0,N/A,378623.6,0,0,0,N/A,373728.25,0,0,0,N/A,353055.17,0,0,0,N/A,357482.89,,,,N/A,366374.09,,,,N/A,369787.87,,,,N/A,375673.64,,,,N/A,367407.09,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,2,1225357.15,,,,N/A,1276253.86,,,,N/A,1267877.87,,,,N/A,1213331.65,,,,N/A,1224765.1,0,0,0,N/A,1253808.03,0,0,0,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,2,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,1259399.53,,,,N/A,1280145.77,0,0,0,N/A,1254190.54,0,0,0,N/A,1258655.63,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,2,610420.18,0,0,0,N/A,636513.07,0,0,0,N/A,628907.63,0,0,0,N/A,597540.41,0,0,0,N/A,605634.82,0,0,0,N/A,621160.2,0,0,0,N/A,626041.54,0,0,0,N/A,635639.97,0,0,0,N/A,622584.31,0,0,0,N/A,627179.32,0,0,0,N/A
Lord Abbett & Co LLC,"Charles Schwab Investment Management, Inc.","Charles Schwab Investment Management, Inc.",Schwab,5393,5393,Charles Schwab/Access/International Core EAFE Plus,International Core EAFE,SAUSA04AFA,Traditional,Trad,Foreign Large Blend,FB,Global & International,3,801375.3,0,-0.1,-0.1,N/A,733620.04,0,-0.1,-0.1,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Placemark,Pruco Securities LLC,Prudential,5685,5685,Placemark/UMA/Large Cap Value,Large Cap Value,SAUSA001QU,Model Delivery,Model,Large Cap Value,LV,U.S. Equity,16,574523,0,0,0,N/A,442987,0,0,0,N/A,458306,0,0,0,N/A,2250207,0,0,0,N/A,2341332,0.1,0,0,N/A,1734975,0,0,0,N/A,1717408,0,-0.1,-0.1,N/A,1659678,0,0,0,N/A,1586737,0,0,0,N/A,,,,,N/A
Lord Abbett & Co LLC,Placemark,Prudential Financial Planning Services,Prudential,5685,5685,Placemark/UMA/Large Cap Value,Large Cap Value,SAUSA001QU,Model Delivery,Model,Large Cap Value,LV,U.S. Equity,1,70152,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Placemark,Prudential Investment Management Services LLC,Prudential,5685,5685,Placemark/UMA/Large Cap Value,Large Cap Value,SAUSA001QU,Model Delivery,Model,Large Cap Value,LV,U.S. Equity,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,341963,0,0,0,N/A,351297,,,,N/A,370236,0,0,0,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,"Envestnet Asset Management, Inc.",Pruco Securities LLC,Prudential,5685,5685,Envestnet/Separate Account Program/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,5,749631.37,0,0,0,N/A,562643,0,-0.2,-0.2,N/A,544456.13,0,0,0,N/A,238576.51,0,-0.3,-0.3,N/A,218026.87,0,0,0,N/A,411022.93,0.2,0,0.2,N/A,402865.38,0,0,0,N/A,406701.35,0,0,0,N/A,,,,,N/A,352252.46,0,0,0,N/A
Lord Abbett & Co LLC,"Envestnet Asset Management, Inc.",Prudential Financial Planning Services,Prudential,5685,5685,Envestnet/Separate Account Program/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,1,,,,,N/A,,,,,N/A,362186.19,0.4,0,0.4,N/A,389152.69,,,,N/A,388435.41,0,0,0,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Prudential Investment Management Services LLC,FSC Securities Corporation (Advisor Group),Prudential,5685,5685,Prudential/3rd Party/Large Cap Value,Large Cap Value,SAUSA001QU,Traditional,Trad,Large Cap Value,LV,U.S. Equity,2,319842.73,0,0,0,N/A,283145.78,0,-0.1,-0.1,N/A,293767.76,,,,N/A,316184.23,,,,N/A,320652.49,,,,N/A,326696.29,0,0,0,N/A,310664.19,0,0,0,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Prudential Investment Management Services LLC,Prudential Investment Management Services LLC,Prudential,5685,5685,Prudential/3rd Party/Convertibles,Convertible,SAUSA002PT,Traditional,Trad,Convertibles,CV,Taxable Fixed Income,1,159658.17,0,0,0,N/A,160178.62,0,0,0,N/A,171827.55,0,0,0,N/A,173558.18,0,0,0,N/A,183082.95,0,0,0,N/A,185798.79,0,0,0,N/A,192307.82,,,,N/A,195371.97,0,0,0,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,Placemark,Pruco Securities LLC,Prudential,5685,5685,Placemark/UMA/International Core EAFE Plus,International Core EAFE,SAUSA04AFA,Model Delivery,Model,Foreign Large Blend,FB,Global & International,2,174381,0,0,0,N/A,122413,0,0,0,N/A,127282,0,0,0,N/A,56932,0,0,0,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,RBC Capital Markets,"Ameriprise Financial Services, Inc.",Ameriprise,6363,6363,RBC Dain/Managed Account Program/Long (National) Muni,Long Municipal,SAUSA001R5,Dual Contract,Dual,Muni National Long,ML,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,"Envestnet Asset Management, Inc.","Ameriprise Financial Services, Inc.",Ameriprise,6363,6363,Envestnet/Separate Account Program/Long (National) Muni,Long Municipal,SAUSA001R5,Traditional,Trad,Muni National Long,ML,Tax Free Fixed Income,28,15611178.53,1.9,-1.1,0.8,N/A,26189004.89,10.3,-0.4,9.9,N/A,30115533.42,4.8,-0.4,4.4,N/A,28215820.77,0,-0.4,-0.4,N/A,26770978.66,0,-0.8,-0.8,N/A,27273783.07,0,-0.2,-0.2,N/A,28416788.03,2.7,-1.8,0.9,N/A,29091864.39,0.3,-0.1,0.2,N/A,28308172.99,0,-0.1,-0.1,N/A,29469164.55,1.3,-0.3,0.9,N/A
Lord Abbett & Co LLC,LPL Independent Advisor Services,LPL Independent Advisor Services,LPL,6413,6413,LPL/Manager Access Select/Municipal 1-5 Year Ladder,Laddered Municipal,F00000IMK,Traditional,Trad,Muni National Short,MS,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,401967.87,0.4,0,0.4,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,LPL Independent Advisor Services,LPL Independent Advisor Services,LPL,6413,6413,LPL/Manager Select Program/Municipal 1-5 Year Ladder,Laddered Municipal,F00000IMK,Traditional,Trad,Muni National Short,MS,Tax Free Fixed Income,1,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A,,,,,N/A
Lord Abbett & Co LLC,LPL Independent Advisor Services,LPL Independent Advisor Services,LPL,6413,6413,LPL/Manager Select Program/Municipal 1-10 Year Ladder ,Laddered Municipal,F00000IML,Traditional,Trad,Muni National Intermediate,MI,Tax Free Fixed Income,8,498545.7,0.2,0,0.2,N/A,718497.22,0.2,0,0.2,N/A,715533.78,,,,N/A,686815.68,,,,N/A,695874.63,,,,N/A,1350314.52,0.7,0,0.7,N/A,1349997.33,,,,N/A,1341024.47,,,,N/A,1566289.45,0.3,-0.1,0.2,N/A,2943425.35,1.5,-0.6,1,N/A
